,Name,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price
4670,Toyota Innova Crysta,2016,80000,Diesel,First,1950000
4671,Hyundai Grand i10,2016,21000,Petrol,First,620000
4672,BMW X3 xDrive30d,2016,49000,Diesel,First,4500000
4673,Maruti 1000 AC,1998,104000,Petrol,Second,85000
4674,Hyundai i20 Magna,2010,95000,Petrol,Second,280000
4675,Hyundai Grand i10,2015,32000,Petrol,First,480000
4676,Hyundai Santro Xing,2003,80000,Petrol,Second,90000
4677,Ford Fiesta 1.5,2014,122800,Diesel,First,565000
4678,Mercedes-Benz E-Class 220,2011,78000,Diesel,Second,1450000
4679,Maruti Swift Dzire,2015,69000,Diesel,First,590000
4680,Toyota Etios VXD,2015,65000,Diesel,Second,500000
4681,Hyundai Xcent 1.2,2015,23000,Petrol,First,490000
4682,Honda Civic 2006-2010,2009,70000,Petrol,First,425000
4683,Toyota Innova 2.5,2014,250000,Diesel,First,1090000
4684,Hyundai Accent GLE,2012,56000,Petrol,First,245000
4685,Maruti Alto 800,2013,30000,Petrol,First,250000
4686,Mercedes-Benz SL-Class SL,2010,35000,Petrol,First,2950000
4687,Ford Ecosport 1.5,2013,92250,Diesel,Second,575000
4688,Hyundai Xcent 1.2,2018,40000,Petrol,First,500000
4689,Skoda Rapid 1.6,2014,96848,Petrol,First,462000
4690,Audi Q3 2012-2015,2016,42000,Diesel,First,2350000
4691,Mahindra XUV500 W8,2013,55886,Diesel,First,725000
4692,Hyundai Verna VTVT,2019,12336,Petrol,First,1188000
4693,Hyundai Verna Xi,2009,60000,Petrol,Third,225000
4694,Ford Ikon 1.6,2003,83000,Petrol,Second,85000
4695,Nissan Micra Active,2018,24000,Petrol,First,400000
4696,Honda Brio VX,2016,32198,Petrol,First,509999
4697,Toyota Innova 2.5,2014,92247,Diesel,First,1250000
4698,Volkswagen Vento 1.5,2011,121311,Diesel,First,290000
4699,Mahindra XUV500 W10,2016,66296,Diesel,First,1596000
4700,Hyundai Xcent 1.2,2015,41000,Petrol,First,545000
4701,Ford Endeavour 2.2,2017,38681,Diesel,First,2386000
4702,Chevrolet Spark 1.0,2008,43761,Petrol,First,175000
4703,Maruti Ertiga SHVS,2017,17400,Diesel,First,975000
4704,Honda Amaze S,2013,61510,Diesel,First,475000
4705,Honda City i,2014,60000,Petrol,First,625000
4706,Mini Cooper Countryman,2014,35165,Diesel,Second,2200000
4707,Toyota Corolla Altis,2016,41617,Petrol,First,1414000
4708,Hyundai Santro Xing,2005,45000,Petrol,First,95000
4709,Skoda Superb Elegance,2014,65000,Petrol,First,1195000
4710,Maruti Wagon R,2011,68000,Petrol,First,250000
4711,Hyundai i10 Era,2013,49000,Petrol,First,275000
4712,Tata Tiago 1.2,2019,16698,Petrol,First,585000
4713,Maruti Baleno Zeta,2016,30965,Petrol,First,625000
4714,Volkswagen Vento 1.6,2014,56058,Petrol,First,495000
4715,Hyundai Grand i10,2017,15356,Petrol,First,475000
4716,Ford Figo Diesel,2013,54000,Diesel,First,254999
4717,Honda Civic 2010-2013,2011,47000,Petrol,Second,450000
4718,Maruti Alto 800,2015,21652,Petrol,First,301000
4719,Land Rover Range,2016,52000,Diesel,First,4200000
4720,Audi A6 2.7,2010,35010,Diesel,First,1150000
4721,Mercedes-Benz E-Class 280,2006,76662,Diesel,First,1099000
4722,Honda City 1.5,2009,89000,Petrol,First,371000
4723,Honda CR-V 2.4,2006,80000,Petrol,Third,200000
4724,Maruti Ciaz 1.3,2018,39023,Diesel,First,948000
4725,Maruti Wagon R,2004,62000,Petrol,Second,125000
4726,Hyundai Creta 1.6,2015,78046,Diesel,First,1090000
4727,Maruti Ciaz VDi,2015,34400,Diesel,First,550000
4728,Hyundai EON D,2016,64624,Petrol,First,371000
4729,Maruti Ertiga VXI,2014,69192,Petrol,First,625000
4730,Volkswagen Vento Diesel,2012,55000,Diesel,First,490000
4731,Honda City 1.5,2005,81000,Petrol,Second,110000
4732,Volkswagen Polo Petrol,2016,36733,Petrol,First,472000
4733,Maruti Alto 800,2017,24310,CNG,First,370000
4734,Mercedes-Benz GLA Class,2016,43022,Diesel,First,2485000
4735,Hyundai Santa Fe,2013,74000,Diesel,First,1225000
4736,Maruti Swift VDI,2014,47000,Diesel,First,390000
4737,Hyundai Elite i20,2017,37460,Petrol,First,628000
4738,Mahindra Xylo E8,2011,130000,Diesel,First,275000
4739,Hyundai Grand i10,2017,31576,Petrol,First,785000
4740,Volkswagen Vento Petrol,2011,66000,Petrol,First,295000
4741,Honda Accord 2.4,2008,79000,Petrol,Second,484999
4742,Mercedes-Benz S-Class S,2011,47140,Diesel,Second,3000000
4743,Mercedes-Benz B Class,2016,36610,Diesel,First,1989999
4744,Hyundai Creta 1.6,2016,93000,Diesel,First,1080000
4745,Maruti Alto LXI,2007,52195,Petrol,First,175000
4746,Audi A3 35,2016,20003,Diesel,First,1925000
4747,Renault Duster 85PS,2013,66314,Diesel,First,550000
4748,Ford Fiesta 1.4,2009,76000,Diesel,First,275000
4749,Hyundai Creta 1.6,2015,29000,Diesel,First,1300000
4750,Ford Figo Diesel,2011,30000,Diesel,First,320000
4751,Volkswagen Polo Petrol,2013,56526,Petrol,First,584000
4752,Volvo V40 D3,2015,38000,Diesel,Second,2400000
4753,Hyundai Verna SX,2012,41000,Diesel,First,625000
4754,BMW 7 Series,2009,53000,Diesel,First,3600000
4755,Mitsubishi Lancer GLXD,2003,125000,Diesel,Third,300000
4756,Toyota Fortuner 3.0,2010,242000,Diesel,First,1100000
4757,Maruti Ciaz VDi,2015,90000,Diesel,First,650000
4758,Maruti Vitara Brezza,2018,11000,Diesel,First,940000
4759,BMW 3 Series,2018,21936,Diesel,First,3792000
4760,Volkswagen Vento Petrol,2013,41000,Petrol,First,525000
4761,Hyundai i20 1.2,2011,47000,Petrol,First,450000
4762,BMW X5 3.0d,2009,110000,Diesel,First,1800000
4763,Hyundai Xcent 1.2,2015,45960,Petrol,First,556000
4764,Mercedes-Benz E-Class 2009-2013,2013,48000,Diesel,First,2200000
4765,Land Rover Freelander,2011,68000,Diesel,First,2200000
4766,Hyundai i10 Magna,2011,41000,Petrol,First,265000
4767,Hyundai Verna 1.6,2013,69573,Diesel,Second,585000
4768,Volkswagen Jetta 2012-2014,2012,115000,Diesel,First,695000
4769,Mahindra XUV500 W8,2012,47629,Diesel,First,650000
4770,Maruti Omni 8,2004,66624,Petrol,Third,85000
4771,Skoda Superb Style,2013,80000,Petrol,Second,725000
4772,Maruti Swift VDI,2012,94868,Diesel,First,450000
4773,Mahindra Scorpio 2.6,2010,76477,Diesel,First,425000
4774,Mercedes-Benz GLA Class,2016,28000,Petrol,First,2600000
4775,Mahindra Thar CRDe,2017,28599,Diesel,First,966000
4776,Renault Duster 110PS,2013,45348,Diesel,Second,685000
4777,Audi Q5 2008-2012,2013,80127,Diesel,First,2368000
4778,Land Rover Freelander,2013,68000,Diesel,Second,1575000
4779,Volkswagen Vento Diesel,2012,75000,Diesel,Third,350000
4780,BMW 5 Series,2006,48000,Petrol,Second,699000
4781,Hyundai Elantra CRDi,2019,41871,Diesel,First,1557000
4782,Tata Sumo EX,2015,84931,Diesel,First,529000
4783,Datsun redi-GO T,2016,15000,Petrol,First,225000
4784,BMW X5 xDrive,2009,110000,Diesel,First,2000000
4785,BMW 6 Series,2011,5900,Petrol,First,4750000
4786,Maruti Alto Vxi,2002,103653,Petrol,Second,122000
4787,Volkswagen Polo Petrol,2012,64806,Petrol,First,365000
4788,Datsun GO Plus,2016,35000,Petrol,First,310000
4789,Hyundai Creta 1.6,2016,40000,Petrol,First,1150000
4790,Maruti Alto K10,2015,23876,Petrol,First,346000
4791,Hyundai Santa Fe,2013,67901,Diesel,First,838000
4792,Volkswagen Polo GT,2014,68865,Diesel,First,480000
4793,Honda Amaze S,2014,71000,Diesel,Second,450000
4794,Maruti Esteem Vxi,2004,95000,Petrol,First,80000
4795,Maruti Swift VDI,2014,25000,Diesel,First,395000
4796,Skoda Rapid 1.6,2012,180000,Diesel,First,365000
4797,Mercedes-Benz E-Class 280,2005,131000,Diesel,First,1000000
4798,Mahindra Scorpio SLE,2011,65000,Diesel,Second,400000
4799,Nissan Sunny 2011-2014,2012,117777,Diesel,First,475000
4800,Maruti Swift Dzire,2009,65000,Petrol,Second,310000
4801,Hyundai EON Sportz,2017,46897,Petrol,First,361000
4802,Honda Brio S,2015,36695,Petrol,First,429000
4803,Nissan Micra XV,2011,43000,Petrol,First,213000
4804,Maruti Alto LXi,2008,54000,Petrol,First,110000
4805,BMW 3 Series,2011,89000,Diesel,First,1395000
4806,Volkswagen Polo 1.2,2014,7000,Petrol,First,535000
4807,Maruti Celerio LXI,2014,58470,Petrol,First,390000
4808,Maruti Wagon R,2014,37000,Petrol,First,280000
4809,Maruti Ciaz ZDi,2016,29000,Diesel,First,875000
4810,Audi A4 2.0,2013,52000,Diesel,First,1950000
4811,Honda Brio S,2013,32807,Petrol,First,275000
4812,Mahindra Scorpio VLX,2013,86000,Diesel,First,800000
4813,Honda City i,2014,66500,Diesel,First,570000
4814,BMW X1 sDrive20d,2012,94000,Diesel,First,1250000
4815,Chevrolet Spark 1.0,2011,29000,Petrol,Second,175000
4816,Ford Figo Diesel,2010,107389,Diesel,Second,190000
4817,Maruti Swift VXI,2015,36100,Petrol,First,450000
4818,Mercedes-Benz New C-Class,2015,16329,Diesel,First,3030000
4819,Skoda Octavia Elegance,2014,36000,Diesel,First,1600000
4820,BMW X3 xDrive20d,2017,41816,Diesel,First,3278000
4821,Hyundai EON Era,2015,54680,Petrol,First,250000
4822,Audi A4 35,2017,14000,Diesel,First,4300000
4823,Ford Figo 2015-2019,2017,23977,Petrol,First,538000
4824,Maruti Alto K10,2013,30131,Petrol,First,265000
4825,Maruti Alto 800,2017,2530,Petrol,First,330000
4826,Mercedes-Benz New C-Class,2015,39000,Diesel,First,3400000
4827,Hyundai Santro D,2001,140000,Petrol,Third,70000
4828,Hyundai Xcent 1.1,2017,32257,Diesel,First,683000
4829,Honda Amaze S,2016,46983,Diesel,First,577000
4830,Maruti Swift Vdi,2008,107000,Diesel,Second,310000
4831,Volkswagen Polo 1.2,2017,19000,Petrol,First,495000
4832,Audi A4 2.0,2013,88000,Diesel,First,1625000
4833,Land Rover Range,2012,84384,Diesel,First,5254000
4834,Mahindra XUV500 W8,2011,128000,Diesel,Third,640000
4835,Ford Endeavour 2.5L,2011,71000,Diesel,Third,695000
4836,Tata Indica V2,2008,50000,Diesel,First,85000
4837,Maruti Baleno Alpha,2016,16000,Petrol,First,695000
4838,Hyundai Xcent 1.1,2017,82000,Diesel,First,345000
4839,Honda Civic 2006-2010,2008,80000,Petrol,First,275000
4840,Hyundai i20 Sportz,2015,36000,Petrol,Second,495000
4841,Tata Nexon 1.2,2018,17477,Petrol,First,961999
4842,Hyundai i20 Sportz,2016,16725,Petrol,First,679000
4843,Maruti Swift Dzire,2014,48241,Petrol,First,450000
4844,Maruti Wagon R,2014,52431,Petrol,First,301000
4845,Hyundai i20 Sportz,2012,68000,Diesel,First,440000
4846,Toyota Fortuner 4x2,2012,158000,Diesel,First,1748999
4847,Hyundai i10 Sportz,2014,31446,Petrol,First,466000
4848,Hyundai Grand i10,2015,25000,Petrol,First,550000
4849,Hyundai i20 Asta,2016,57000,Petrol,First,600000
4850,Hyundai Santro Xing,2007,76000,Petrol,First,240000
4851,Maruti Vitara Brezza,2018,57078,Diesel,First,1019000
4852,Honda Amaze S,2016,47471,Diesel,First,525000
4853,Mercedes-Benz M-Class ML,2014,50000,Diesel,First,4500000
4854,Hyundai i20 Sportz,2010,62000,Diesel,First,270000
4855,Hyundai i10 Era,2013,65807,Petrol,First,339000
4856,Maruti Swift Dzire,2014,81768,Diesel,First,569000
4857,BMW Z4 2009-2013,2018,9952,Petrol,First,5854000
4858,Maruti Baleno Alpha,2017,24000,Diesel,First,840000
4859,Chevrolet Beat Diesel,2012,72921,Diesel,First,250000
4860,Honda Brio V,2012,59000,Petrol,First,325000
4861,Ford Figo Diesel,2014,33000,Diesel,Second,325000
4862,Maruti Celerio VXI,2016,36789,Petrol,First,425000
4863,Mercedes-Benz New C-Class,2014,41000,Diesel,First,1850000
4864,Hyundai Santro Xing,2007,71000,Petrol,First,240000
4865,Honda Brio S,2015,46650,Petrol,First,425000
4866,Maruti Baleno Alpha,2018,3000,Petrol,First,885000
4867,Hyundai EON Sportz,2014,14799,Petrol,First,413999
4868,Toyota Prius 2009-2016,2011,44000,Electric,First,1275000
4869,Hyundai i20 1.4,2015,68525,Diesel,First,700000
4870,Ford Endeavour 3.2,2018,15000,Diesel,First,3300000
4871,Honda City i-VTEC,2017,29000,Petrol,First,1000000
4872,Maruti SX4 ZDI,2012,77407,Diesel,Second,353000
4873,Chevrolet Optra Magnum,2007,118000,Petrol,First,135000
4874,Volkswagen Vento Diesel,2013,75000,Diesel,First,450000
4875,Honda City V,2012,69000,Petrol,First,490000
4876,Hyundai Creta 1.6,2016,52553,Diesel,First,1226000
4877,Hyundai Xcent 1.1,2014,58000,Diesel,Second,399000
4878,Mercedes-Benz GLC 220d,2017,24000,Diesel,First,4695000
4879,Ford Figo Diesel,2015,65542,Diesel,First,380000
4880,Volkswagen Jetta 2007-2011,2013,68008,Diesel,Second,675000
4881,Mahindra TUV 300,2017,22251,Diesel,First,875000
4882,Ford Ecosport 1.5,2013,55000,Petrol,Second,520000
4883,Hyundai Verna 1.6,2017,19387,Petrol,First,842000
4884,Maruti Wagon R,2014,58000,CNG,First,300000
4885,Hyundai i20 Sportz,2016,24001,Petrol,First,575000
4886,Audi A4 New,2008,17000,Diesel,First,975000
4887,Nissan Micra Active,2015,28500,Petrol,First,350000
4888,Mercedes-Benz M-Class ML,2014,66000,Diesel,First,3000000
4889,Land Rover Discovery,2017,22000,Diesel,First,3500000
4890,Hyundai Creta 1.6,2018,44383,Petrol,First,1325000
4891,Skoda Rapid 1.6,2013,45000,Diesel,First,365000
4892,Maruti Swift Dzire,2015,58000,Diesel,First,525000
4893,Hyundai Creta 1.6,2016,69000,Petrol,First,969999
4894,Hyundai Grand i10,2017,60993,Diesel,First,521000
4895,Mahindra TUV 300,2016,67000,Diesel,First,630000
4896,Hyundai Grand i10,2014,51134,Diesel,First,472000
4897,BMW X5 xDrive,2011,55000,Diesel,Second,2800000
4898,Maruti Dzire AMT,2018,25082,Diesel,First,836999
4899,Toyota Fortuner 4x4,2012,68350,Diesel,First,1400000
4900,Audi A6 2011-2015,2015,50000,Diesel,First,3600000
4901,Honda Jazz 1.5,2015,97000,Diesel,First,640000
4902,Audi Q7 4.2,2015,56238,Diesel,First,5169000
4903,Mahindra Scorpio 2009-2014,2014,72618,Diesel,First,800000
4904,Chevrolet Cruze LTZ,2012,62005,Diesel,First,980000
4905,Chevrolet Beat Diesel,2012,61250,Diesel,First,270000
4906,Audi A4 35,2014,28469,Diesel,First,2437000
4907,Skoda Rapid 1.6,2018,21488,Petrol,First,972000
4908,Maruti Swift Dzire,2014,197000,Diesel,First,500000
4909,Toyota Fortuner 3.0,2009,138205,Diesel,Second,1050000
4910,Maruti Swift VDI,2012,160000,Diesel,Second,390000
4911,Honda City 1.5,2012,67590,Petrol,First,565000
4912,Mercedes-Benz M-Class ML,2012,52000,Diesel,First,2995000
4913,Maruti Swift Ldi,2008,100000,Diesel,Second,300000
4914,Ford Aspire Titanium,2017,60048,Diesel,First,600000
4915,Hyundai i10 Sportz,2009,48000,Petrol,First,211000
4916,Fiat Punto 1.4,2010,47000,Petrol,First,149000
4917,Maruti Alto LXi,2011,100000,Petrol,First,150000
4918,Toyota Etios Liva,2013,62601,Diesel,First,467000
4919,Maruti Swift VXI,2006,80010,Petrol,Second,285000
4920,Mercedes-Benz New C-Class,2017,26493,Diesel,First,3364000
4921,Tata Indica V2,2011,96000,Diesel,Second,91000
4922,Maruti Alto 800,2014,45700,Petrol,Second,242000
4923,Skoda Superb 2.8,2005,13000,Petrol,First,325000
4924,Volkswagen Polo Petrol,2013,38000,Petrol,First,280000
4925,Maruti Dzire AMT,2019,8018,Petrol,First,830000
4926,Mahindra Scorpio VLX,2010,144400,Diesel,Third,525000
4927,Maruti Swift Vdi,2010,152000,Diesel,First,290000
4928,BMW 3 Series,2013,71000,Diesel,First,1500000
4929,Tata Nano STD,2012,80000,Petrol,Second,53000
4930,Toyota Innova 2.5,2014,87143,Diesel,First,1250000
4931,Honda Brio S,2012,25000,Petrol,First,275000
4932,Tata Tiago AMT,2018,2000,Petrol,First,500000
4933,Mahindra Scorpio SLE,2014,45239,Diesel,First,709000
4934,BMW 5 Series,2011,101999,Diesel,First,1998999
4935,Toyota Corolla Altis,2014,74219,Diesel,First,1075000
4936,Honda City i,2016,25000,Petrol,First,944999
4937,Hyundai Verna CRDi,2008,109606,Diesel,First,290000
4938,Maruti Swift Dzire,2015,36000,Diesel,First,470000
4939,Maruti Ciaz ZXi,2016,41810,Petrol,First,711000
4940,Ford Ecosport 1.5,2014,93321,Diesel,First,625000
4941,Maruti Alto K10,2011,81000,Petrol,First,220000
4942,Honda Amaze V,2019,25717,Petrol,First,886000
4943,Mahindra XUV500 W6,2015,37000,Diesel,First,930000
4944,Mahindra TUV 300,2017,56380,Diesel,First,757000
4945,Honda Jazz VX,2017,8000,Petrol,First,790000
4946,Maruti Swift VXI,2018,14589,Petrol,First,565000
4947,Volkswagen Polo Petrol,2013,65088,Petrol,First,325000
4948,Hyundai Creta 1.6,2019,24864,Diesel,First,1627000
4949,Chevrolet Beat LS,2011,64831,Petrol,First,321000
4950,Honda Amaze VX,2013,38001,Diesel,First,390000
4951,Mercedes-Benz E-Class 230,2008,77000,Petrol,Second,650000
4952,BMW 5 Series,2016,27000,Diesel,First,4800000
4953,Audi A3 35,2016,39000,Diesel,First,1889999
4954,Maruti Swift Dzire,2015,131000,Diesel,First,360000
4955,Maruti Swift Dzire,2015,43000,Diesel,First,550000
4956,Toyota Innova 2.5,2011,68000,Diesel,Second,700000
4957,BMW X3 xDrive20d,2016,45165,Diesel,First,4175000
4958,BMW 5 Series,2007,120000,Diesel,First,1050000
4959,Mahindra XUV500 W8,2014,86091,Diesel,First,1009000
4960,Honda City 1.5,2009,71499,Petrol,First,300000
4961,Force One LX,2014,50000,Diesel,First,1200000
4962,Volkswagen Polo 1.5,2015,66000,Diesel,First,491000
4963,Honda Jazz S,2010,45000,Petrol,First,200000
4964,Toyota Etios Liva,2015,69189,Diesel,First,530000
4965,Nissan Terrano XV,2014,40206,Diesel,First,722000
4966,BMW X3 xDrive,2017,36723,Diesel,First,3257000
4967,Hyundai i20 1.2,2010,57500,Petrol,First,275000
4968,Maruti Eeco 5,2018,43912,CNG,First,433000
4969,Ford Fiesta EXi,2011,52000,Diesel,First,375000
4970,Honda City 1.5,2014,60952,Petrol,First,591000
4971,Maruti Swift VDI,2013,87192,Diesel,First,434999
4972,Hyundai Grand i10,2014,58000,Diesel,First,325000
4973,Volkswagen Ameo 1.2,2016,16650,Petrol,First,550000
4974,Honda City i,2018,34696,Petrol,First,1208000
4975,Maruti Baleno Alpha,2018,42243,Diesel,First,748000
4976,Hyundai Grand i10,2016,57824,Diesel,First,550000
4977,Maruti Swift Dzire,2011,110000,Diesel,First,350000
4978,Maruti Swift 1.3,2006,63000,Petrol,First,160000
4979,Land Rover Freelander,2013,72000,Diesel,First,1550000
4980,Toyota Fortuner 3.0,2013,63455,Diesel,First,1900000
4981,Honda Jazz VX,2017,17151,Diesel,First,840000
4982,Maruti Vitara Brezza,2016,31001,Diesel,First,725000
4983,Maruti Swift Dzire,2014,42109,Diesel,First,425000
4984,Skoda Rapid 1.5,2015,55000,Diesel,Second,570000
4985,Land Rover Freelander,2013,46000,Diesel,Second,2600000
4986,Maruti Alto 800,2013,30852,Petrol,First,249000
4987,Volkswagen Polo Petrol,2011,65000,Petrol,Second,300000
4988,Honda City i,2015,65000,Diesel,First,595000
4989,Maruti Swift Dzire,2013,72000,Diesel,First,269000
4990,Audi A4 2.0,2014,29000,Diesel,First,2600000
4991,Honda City i,2015,32000,Petrol,First,550000
4992,Ford Figo Aspire,2016,29875,Petrol,First,484999
4993,Maruti Vitara Brezza,2018,32539,Diesel,First,839000
4994,Renault Duster 110PS,2015,83090,Diesel,First,799000
4995,Hyundai i20 Active,2016,62679,Diesel,First,695000
4996,Mahindra Logan Petrol,2010,93000,Petrol,First,150000
4997,Honda City ZX,2006,44000,Petrol,First,155000
4998,Ford Figo Petrol,2010,78400,Petrol,Second,275000
4999,Renault Duster Petrol,2014,71300,Petrol,First,425000
5000,Hyundai i10 Sportz,2015,18000,Petrol,First,285000
5001,Land Rover Discovery,2019,24013,Diesel,First,5614000
5002,Audi Q5 2008-2012,2009,99100,Petrol,Second,1000000
5003,Maruti Versa DX2,2003,62000,Petrol,Second,125000
5004,Maruti Swift Dzire,2017,14000,Diesel,First,750000
5005,Audi A4 2.0,2015,44811,Diesel,First,2581000
5006,Volkswagen Polo 1.2,2014,44000,Petrol,First,430000
5007,Toyota Fortuner 3.0,2010,136000,Diesel,Second,1100000
5008,Toyota Fortuner 3.0,2010,144113,Diesel,Second,1175000
5009,Honda Accord 2.4,2012,94989,Petrol,First,658000
5010,Maruti Swift ZDi,2012,58133,Diesel,First,480000
5011,Skoda Fabia 1.2,2008,61000,Petrol,Second,165000
5012,Jeep Compass 2.0,2017,27000,Diesel,First,1500000
5013,Tata Nano Twist,2014,18050,Petrol,Second,100000
5014,Ford Fiesta 1.6,2007,145277,Petrol,First,165000
5015,Maruti Celerio ZDi,2015,42000,Diesel,First,360000
5016,Toyota Fortuner 3.0,2011,86000,Diesel,First,1150000
5017,Maruti Celerio ZDi,2015,42150,Diesel,First,360000
5018,Hyundai EON Era,2015,30158,Petrol,First,305000
5019,Ford Fiesta Diesel,2011,47000,Diesel,Second,600000
5020,Volkswagen Polo 1.2,2013,39000,Petrol,First,375000
5021,Volkswagen Polo 1.2,2016,32125,Petrol,First,617000
5022,Maruti Vitara Brezza,2017,58829,Diesel,First,905000
5023,Honda Brio S,2013,67559,Petrol,First,405000
5024,Maruti Swift Dzire,2013,55000,Petrol,First,425000
5025,Maruti Celerio LXI,2018,30000,Petrol,First,375000
5026,Hyundai Creta 1.6,2016,28000,Petrol,First,1185000
5027,Ford Ecosport 1.5,2016,31826,Diesel,First,824000
5028,Maruti Swift VDI,2016,64000,Diesel,First,599000
5029,Honda CR-V RVi,2008,100009,Petrol,Second,650000
5030,Land Rover Discovery,2019,17201,Diesel,First,5891000
5031,Mahindra XUV500 W8,2014,74345,Diesel,First,800000
5032,Volkswagen Polo 1.2,2015,58134,Petrol,First,463999
5033,Hyundai i10 Magna,2010,30566,Petrol,First,332000
5034,Hyundai i10 Magna,2012,55231,Petrol,Second,278000
5035,Chevrolet Cruze LTZ,2016,67774,Diesel,First,894999
5036,Mercedes-Benz E-Class E,2013,50319,Petrol,First,2195000
5037,Hyundai Sonata 2.4,2013,45000,Petrol,First,790000
5038,Mercedes-Benz New C-Class,2007,43627,Petrol,First,2900000
5039,Volkswagen Polo Diesel,2013,45000,Diesel,First,325000
5040,Honda City i,2014,10500,Petrol,First,590000
5041,Maruti Vitara Brezza,2017,21789,Diesel,First,988000
5042,Hyundai Elite i20,2019,21134,Petrol,First,877999
5043,Tata New Safari,2011,90000,Diesel,Second,275000
5044,Nissan Sunny 2011-2014,2014,51553,Diesel,First,598000
5045,BMW 3 Series,2011,31000,Petrol,First,3100000
5046,Toyota Corolla 1.8,2011,67422,Petrol,Second,355000
5047,Hyundai Verna 1.6,2015,60519,Diesel,First,624000
5048,Maruti Swift Dzire,2009,34000,Diesel,First,219000
5049,Maruti Dzire VDI,2013,68434,Diesel,First,550000
5050,Maruti Alto K10,2014,17000,Petrol,First,210000
5051,Jaguar XJ 5.0,2011,43686,Petrol,First,5066000
5052,Mercedes-Benz New C-Class,2012,22000,Diesel,First,1400000
5053,Hyundai Verna CRDi,2013,79225,Diesel,First,550000
5054,Chevrolet Aveo 1.6,2007,63000,Petrol,Third,120000
5055,Maruti Swift VXI,2014,61922,Petrol,First,530000
5056,Hyundai Verna 1.6,2015,85000,Diesel,First,630000
5057,Mercedes-Benz GLC 220d,2017,26192,Diesel,First,4047000
5058,Toyota Fortuner 4x2,2013,65000,Diesel,First,1610000
5059,Audi Q5 2008-2012,2014,44999,Diesel,First,2500000
5060,BMW 3 Series,2008,81308,Diesel,Second,795000
5061,Maruti Alto 800,2016,35000,Petrol,First,265000
5062,Maruti Alto K10,2012,65349,Petrol,First,281000
5063,Audi A4 1.8,2012,80000,Petrol,First,1750000
5064,Maruti Swift VXi,2012,61000,Petrol,First,330000
5065,Maruti Wagon R,2019,31817,Petrol,First,534000
5066,Skoda Rapid 1.5,2016,41000,Diesel,First,850000
5067,Honda Jazz S,2010,82606,Petrol,Second,269000
5068,Mahindra XUV500 W10,2015,52000,Diesel,First,1150000
5069,Maruti Ritz VXi,2011,50318,Petrol,First,405999
5070,Mercedes-Benz GLE 250d,2016,50000,Diesel,First,4900000
5071,Skoda Rapid 1.6,2012,72000,Diesel,First,459999
5072,Hyundai Grand i10,2015,63776,Diesel,First,396000
5073,Hyundai Elite i20,2015,28133,Petrol,First,560000
5074,Tata Zest Quadrajet,2017,45000,Diesel,First,375000
5075,Hyundai i20 Magna,2015,55697,Diesel,First,550000
5076,Skoda Rapid 1.6,2012,62000,Diesel,Second,300000
5077,Fiat Linea Emotion,2011,48000,Petrol,First,300000
5078,Maruti Swift VXI,2010,90246,Petrol,First,295000
5079,Tata Indica V2,2015,80500,Diesel,First,245000
5080,Mercedes-Benz New C-Class,2012,119000,Diesel,First,1399000
5081,Hyundai Santro Xing,2008,45500,Petrol,Second,117000
5082,Honda City V,2012,41000,Petrol,Second,450000
5083,Hyundai i20 Magna,2010,58000,Petrol,Second,250000
5084,Toyota Fortuner 4x2,2015,99000,Diesel,First,2050000
5085,Hyundai Grand i10,2014,31200,Petrol,First,390000
5086,Volkswagen Jetta 2007-2011,2009,85000,Diesel,Second,350000
5087,Ford EcoSport 1.5,2016,60924,Petrol,First,830000
5088,Hyundai EON Magna,2012,45000,Petrol,First,250000
5089,Nissan Micra XV,2011,44000,Petrol,First,265000
5090,Honda Jazz 1.2,2016,30534,Petrol,First,742000
5091,Volkswagen Polo 1.2,2016,46399,Petrol,First,463000
5092,Maruti Alto LXi,2008,42000,Petrol,First,109000
5093,Hyundai Verna 1.6,2011,67000,Diesel,First,380000
5094,Mercedes-Benz E-Class 2009-2013,2013,58000,Diesel,First,1575000
5095,Tata Zest Revotron,2015,27000,Petrol,First,527000
5096,Honda Brio S,2012,39566,Petrol,Second,275000
5097,Honda Jazz VX,2016,14980,Diesel,First,740000
5098,Maruti Alto K10,2017,18491,Petrol,First,390000
5099,Maruti Zen VXi,2000,90000,Petrol,Second,70000
5100,Hyundai i20 Sportz,2015,118211,Diesel,First,590000
5101,Maruti SX4 S,2016,63316,Diesel,First,958000
5102,Mercedes-Benz E-Class 2009-2013,2014,42000,Diesel,First,2495000
5103,Chevrolet Enjoy Petrol,2015,25648,Petrol,First,429000
5104,Mercedes-Benz E-Class 2009-2013,2011,67612,Diesel,Second,1150000
5105,Mahindra XUV500 W4,2016,33000,Diesel,First,965000
5106,Hyundai i10 Sportz,2015,20000,Petrol,First,375000
5107,Hyundai Getz 1.3,2007,143000,Petrol,Second,110000
5108,Audi Q7 3.0,2014,118218,Diesel,First,3141000
5109,Mahindra Scorpio SLE,2012,99000,Diesel,Third,600000
5110,Honda Jazz 1.2,2016,22700,Petrol,First,555000
5111,Tata Safari Storme,2017,28000,Diesel,First,1091000
5112,Mahindra XUV500 W6,2014,62000,Diesel,First,725000
5113,Volkswagen Polo Diesel,2012,107023,Diesel,First,390000
